"","id","species_name","comment","class","broad_taxa"
"292","Berghanel_et_al_2017","Equus ferus","converted from Table S1","Mammalia","mammal"
"293","Berghanel_et_al_2017","Equus ferus","converted from Table S1","Mammalia","mammal"
"294","Berghanel_et_al_2017","Macaca mulatta","converted from Table S1","Mammalia","mammal"
"295","Berghanel_et_al_2017","Mesocricetus auratus","converted from Table S1","Mammalia","mammal"
"296","Berghanel_et_al_2017","Microtus oeconomus","converted from Table S1","Mammalia","mammal"
"297","Berghanel_et_al_2017","Mus musculus","converted from Table S1","Mammalia","mammal"
"298","Berghanel_et_al_2017","Oryctolagus cuniculus","converted from Table S1","Mammalia","mammal"
"299","Berghanel_et_al_2017","Papio anubis","converted from Table S1","Mammalia","mammal"
"300","Berghanel_et_al_2017","Rattus norvegicus","converted from Table S1","Mammalia","mammal"
"301","Berghanel_et_al_2017","Sciurus vulgaris","converted from Table S1","Mammalia","mammal"
"302","Berghanel_et_al_2017","Sus scrofa","converted from Table S1","Mammalia","mammal"
"303","Besson_et_al_2015","Mus musculus",NA,"Mammalia","mammal"
"304","Besson_et_al_2015","Rattus norvegicus",NA,"Mammalia","mammal"
"305","Bonapersona_et_al_2018","Mus musculus",NA,"Mammalia","mammal"
"306","Bonapersona_et_al_2018","Rattus norvegicus",NA,"Mammalia","mammal"
"307","Brasil_et_al_2017","Mus musculus",NA,"Mammalia","mammal"
"308","Brasil_et_al_2017","Rattus norvegicus",NA,"Mammalia","mammal"
"309","Burgueno_et_al_2020","Cavia porcellus",NA,"Mammalia","mammal"
"310","Burgueno_et_al_2020","Mus musculus",NA,"Mammalia","mammal"
"311","Burgueno_et_al_2020","Rattus norvegicus",NA,"Mammalia","mammal"
"312","Chaves_et_al_2020","Mus musculus",NA,"Mammalia","mammal"
"313","Chaves_et_al_2020","Rattus norvegicus",NA,"Mammalia","mammal"
"314","Christians_et_al_2019","Mus musculus",NA,"Mammalia","mammal"
"315","Christians_et_al_2019","Rattus norvegicus",NA,"Mammalia","mammal"
"316","Christians_et_al_2021","Mus musculus",NA,"Mammalia","mammal"
"317","Christians_et_al_2021","Rattus norvegicus",NA,"Mammalia","mammal"
"318","da_Silva_et_al_2021","Macaca fuscata",NA,"Mammalia","mammal"
"319","da_Silva_et_al_2021","Mus musculus",NA,"Mammalia","mammal"
"320","da_Silva_et_al_2021","Rattus norvegicus",NA,"Mammalia","mammal"
"321","Dorman_et_al_2018","Mus musculus",NA,"Mammalia","mammal"
"322","Dorman_et_al_2018","Rattus norvegicus",NA,"Mammalia","mammal"
"323","English_and_Uller_2016","Mus musculus","only included non insect studies as insect studies manipulated environment as larvae","Mammalia","mammal"
"324","English_and_Uller_2016","Rattus norvegicus","only included non insect studies as insect studies manipulated environment as larvae","Mammalia","mammal"
"325","Goncalves_et_al_2021","Mus musculus",NA,"Mammalia","mammal"
"326","Goncalves_et_al_2021","Rattus norvegicus",NA,"Mammalia","mammal"
"327","Grueber_et_al_2017","Capra hircus",NA,"Mammalia","mammal"
"328","Grueber_et_al_2017","Macaca fuscata",NA,"Mammalia","mammal"
"329","Grueber_et_al_2017","Mus musculus",NA,"Mammalia","mammal"
"330","Grueber_et_al_2017","Ovis aries",NA,"Mammalia","mammal"
"331","Grueber_et_al_2017","Rattus norvegicus",NA,"Mammalia","mammal"
"332","Grueber_et_al_2017","Sus scrofa",NA,"Mammalia","mammal"
"333","Grueber_et_al_2017","Tscherskia triton",NA,"Mammalia","mammal"
"334","Hoek_et_al_2020","Mus musculus","based on Table 1","Mammalia","mammal"
"335","Hoek_et_al_2020","Rattus norvegicus","based on Table 1","Mammalia","mammal"
"336","Lagisz_et_al_2014","Mus musculus",NA,"Mammalia","mammal"
"337","Lagisz_et_al_2014","Rattus norvegicus",NA,"Mammalia","mammal"
"338","Lagisz_et_al_2015","Mus musculus",NA,"Mammalia","mammal"
"339","Lagisz_et_al_2015","Rattus norvegicus",NA,"Mammalia","mammal"
"340","Lee_et_al_2019","Capra hircus",NA,"Mammalia","mammal"
"341","Lee_et_al_2019","Ovis aries",NA,"Mammalia","mammal"
"342","Lee_et_al_2019","Papio anubis",NA,"Mammalia","mammal"
"343","Lee_et_al_2019","Rattus norvegicus",NA,"Mammalia","mammal"
"344","Menting_et_al_2018","Macaca fuscata","latin names not given but only domestic species in list","Mammalia","mammal"
"345","Menting_et_al_2018","Mus musculus","latin names not given but only domestic species in list","Mammalia","mammal"
"346","Menting_et_al_2018","Ovis aries","latin names not given but only domestic species in list","Mammalia","mammal"
"347","Menting_et_al_2018","Rattus norvegicus","latin names not given but only domestic species in list","Mammalia","mammal"
"348","Menting_et_al_2018","Sus scrofa","latin names not given but only domestic species in list","Mammalia","mammal"
"349","Menting_et_al_2019","Mus musculus",NA,"Mammalia","mammal"
"350","Menting_et_al_2019","Rattus norvegicus",NA,"Mammalia","mammal"
"351","Moore_et_al_2019","Alces alces","data at https://datadryad.org/stash/dataset/doi:10.5061%2Fdryad.360v97q , file m2.main.csv","Mammalia","mammal"
"352","Moore_et_al_2019","Macaca mulatta","data at https://datadryad.org/stash/dataset/doi:10.5061%2Fdryad.360v97q , file m2.main.csv","Mammalia","mammal"
"353","Moore_et_al_2019","Marmota flaviventris","data at https://datadryad.org/stash/dataset/doi:10.5061%2Fdryad.360v97q , file m2.main.csv","Mammalia","mammal"
"354","Moore_et_al_2019","Meles meles","data at https://datadryad.org/stash/dataset/doi:10.5061%2Fdryad.360v97q , file m2.main.csv","Mammalia","mammal"
"355","Moore_et_al_2019","Mus musculus","data at https://datadryad.org/stash/dataset/doi:10.5061%2Fdryad.360v97q , file m2.main.csv","Mammalia","mammal"
"356","Moore_et_al_2019","Myodes glareolus","data at https://datadryad.org/stash/dataset/doi:10.5061%2Fdryad.360v97q , file m2.main.csv","Mammalia","mammal"
"357","Moore_et_al_2019","Ovis aries","data at https://datadryad.org/stash/dataset/doi:10.5061%2Fdryad.360v97q , file m2.main.csv","Mammalia","mammal"
"358","Moore_et_al_2019","Ovis canadensis","data at https://datadryad.org/stash/dataset/doi:10.5061%2Fdryad.360v97q , file m2.main.csv","Mammalia","mammal"
"359","Moore_et_al_2019","Urocitellus columbianus","data at https://datadryad.org/stash/dataset/doi:10.5061%2Fdryad.360v97q , file m2.main.csv","Mammalia","mammal"
"360","Moraes-Sousa_et_al_2021","Mus musculus",NA,"Mammalia","mammal"
"361","Moraes-Sousa_et_al_2021","Rattus norvegicus",NA,"Mammalia","mammal"
"362","Morahan_et_al_2020","Mus musculus",NA,"Mammalia","mammal"
"363","Morahan_et_al_2020","Rattus norvegicus",NA,"Mammalia","mammal"
"364","Morahan_et_al_2020_2","Rattus norvegicus",NA,"Mammalia","mammal"
"365","Muhlhausler_et_al_2011","Rattus norvegicus",NA,"Mammalia","mammal"
"366","Negri_et_al_2017","Mus musculus",NA,"Mammalia","mammal"
"367","Negri_et_al_2017","Rattus norvegicus",NA,"Mammalia","mammal"
"368","Palencia_et_al_2015","Sus scrofa","Does not specify species but is implied that its domestic pigs","Mammalia","mammal"
"369","Pet_and_Brouwer-Brolsma_2016","Mus musculus",NA,"Mammalia","mammal"
"370","Pet_and_Brouwer-Brolsma_2016","Rattus norvegicus",NA,"Mammalia","mammal"
"371","Ribaroff_et_al_2017","Mus musculus",NA,"Mammalia","mammal"
"372","Ribaroff_et_al_2017","Rattus norvegicus",NA,"Mammalia","mammal"
"373","Roca_Fraga_et_al_2018","Ovis aries",NA,"Mammalia","mammal"
"374","Rochester_et_al_2018","Mus musculus","converted from Table S1","Mammalia","mammal"
"375","Rochester_et_al_2018","Rattus norvegicus","converted from Table S1","Mammalia","mammal"
"376","Rooke_et_al_2015","Ovis aries",NA,"Mammalia","mammal"
"377","Rooke_et_al_2017","Ovis aries",NA,"Mammalia","mammal"
"378","Rowinski_and_Rogell_2017","Bos taurus",NA,"Mammalia","mammal"
"379","Rowinski_and_Rogell_2017","Chlorocebus sabaeus",NA,"Mammalia","mammal"
"380","Rowinski_and_Rogell_2017","Ovis aries",NA,"Mammalia","mammal"
"381","Rowinski_and_Rogell_2017","Ovis canadensis",NA,"Mammalia","mammal"
"382","Rutkowska_et_al_2020","Cavia aperea",NA,"Mammalia","mammal"
"383","Rutkowska_et_al_2020","Cavia porcellus",NA,"Mammalia","mammal"
"384","Rutkowska_et_al_2020","Macaca mulatta",NA,"Mammalia","mammal"
"385","Rutkowska_et_al_2020","Mesocricetus auratus",NA,"Mammalia","mammal"
"386","Rutkowska_et_al_2020","Mus musculus",NA,"Mammalia","mammal"
"387","Rutkowska_et_al_2020","Oryctolagus cuniculus",NA,"Mammalia","mammal"
"388","Rutkowska_et_al_2020","Oryctolagus cuniculus",NA,"Mammalia","mammal"
"389","Rutkowska_et_al_2020","Ovis aries",NA,"Mammalia","mammal"
"390","Rutkowska_et_al_2020","Phodopus sungorus",NA,"Mammalia","mammal"
"391","Rutkowska_et_al_2020","Rattus norvegicus",NA,"Mammalia","mammal"
"392","Rutkowska_et_al_2020","Rattus norvegicus",NA,"Mammalia","mammal"
"393","Sartori_et_al_2020","Ovis aries","doesn't explictly state but appears to be focused on domestic sheep","Mammalia","mammal"
"394","Sparling_et_al_2020","Mus musculus",NA,"Mammalia","mammal"
"395","Sparling_et_al_2020","Rattus norvegicus",NA,"Mammalia","mammal"
"396","Tellechea_et_al_2017","Rattus norvegicus",NA,"Mammalia","mammal"
"397","Thayer_et_al_2018","Alopex lagopus",NA,"Mammalia","mammal"
"398","Thayer_et_al_2018","Arctocephalus gazella",NA,"Mammalia","mammal"
"399","Thayer_et_al_2018","Cavia porcellus",NA,"Mammalia","mammal"
"400","Thayer_et_al_2018","Lepus americanus",NA,"Mammalia","mammal"
"401","Thayer_et_al_2018","Macaca mulatta",NA,"Mammalia","mammal"
"402","Thayer_et_al_2018","Mus musculus",NA,"Mammalia","mammal"
"403","Thayer_et_al_2018","Ovis aries",NA,"Mammalia","mammal"
"404","Thayer_et_al_2018","Pan troglodytes",NA,"Mammalia","mammal"
"405","Thayer_et_al_2018","Rattus norvegicus",NA,"Mammalia","mammal"
"406","Thayer_et_al_2018","Sus scrofa",NA,"Mammalia","mammal"
"407","Urban_et_al_2020","Mus musculus","latin names not given but only domestic species in list","Mammalia","mammal"
"408","Urban_et_al_2020","Oryctolagus cuniculus","latin names not given but only domestic species in list","Mammalia","mammal"
"409","Urban_et_al_2020","Rattus norvegicus","latin names not given but only domestic species in list","Mammalia","mammal"
"410","Van_Abeelen_et_al_2012","Cavia porcellus",NA,"Mammalia","mammal"
"411","Van_Abeelen_et_al_2012","Mus musculus",NA,"Mammalia","mammal"
"412","Van_Abeelen_et_al_2012","Ovis aries",NA,"Mammalia","mammal"
"413","Van_Abeelen_et_al_2012","Rattus norvegicus",NA,"Mammalia","mammal"
"414","Van_Cauwenbergh_et_al_2020","Mus musculus",NA,"Mammalia","mammal"
"415","Van_Cauwenbergh_et_al_2020","Rattus norvegicus",NA,"Mammalia","mammal"
"416","Veenendaal_et_al_2012","Cavia porcellus",NA,"Mammalia","mammal"
"417","Veenendaal_et_al_2012","Mus musculus",NA,"Mammalia","mammal"
"418","Veenendaal_et_al_2012","Ovis aries",NA,"Mammalia","mammal"
"419","Veenendaal_et_al_2012","Rattus norvegicus",NA,"Mammalia","mammal"
"420","Vesterinen_et_al_2017","Mus musculus","Does not provide species list of species inclusion criteria but specifically discusses results on rats and mice","Mammalia","mammal"
"421","Vesterinen_et_al_2017","Rattus norvegicus","Does not provide species list of species inclusion criteria but specifically discusses results on rats and mice","Mammalia","mammal"
"422","Weaver_et_al_2020","Mus musculus","latin names not given but only three species included","Mammalia","mammal"
"423","Weaver_et_al_2020","Oryctolagus cuniculus","latin names not given but only three species included","Mammalia","mammal"
"424","Weaver_et_al_2020","Rattus norvegicus","latin names not given but only three species included","Mammalia","mammal"
"425","Williams_et_al_2018","Rattus norvegicus","latin names not given but only four species included","Mammalia","mammal"
"426","Williams_et_al_2019","Mus musculus","latin names not given but only four species included","Mammalia","mammal"
"427","Williams_et_al_2020","Oryctolagus cuniculus","latin names not given but only four species included","Mammalia","mammal"
"428","Xie_et_al_2016","Mus musculus",NA,"Mammalia","mammal"
"429","Xie_et_al_2016","Ovis aries","Scottish blackface ewe","Mammalia","mammal"
"430","Xie_et_al_2016","Rattus norvegicus",NA,"Mammalia","mammal"
"431","Yin_et_al_2019","Microtus oeconomus",NA,"Mammalia","mammal"
"432","Yin_et_al_2019","Rattus norvegicus",NA,"Mammalia","mammal"
"433","Yin_et_al_2019","Rattus norvegicus",NA,"Mammalia","mammal"
"434","Yin_et_al_2019","Rattus norvegicus",NA,"Mammalia","mammal"
"435","Yin_et_al_2019","Tamiasciurus hudsonicus",NA,"Mammalia","mammal"
"436","Yost_et_al_2019","Mus musculus",NA,"Mammalia","mammal"
"437","Yost_et_al_2019","Rattus norvegicus",NA,"Mammalia","mammal"
"438","Snell_et_al_2012","Mus musculus",NA,"Mammalia","mammal"
"439","Snell_et_al_2012","Rattus norvegicus",NA,"Mammalia","mammal"
"440","Snell_et_al_2012","Bos taurus",NA,"Mammalia","mammal"
"441","Snell_et_al_2012","Macaca mulatta",NA,"Mammalia","mammal"
"442","Snell_et_al_2012","Sus scrofa",NA,"Mammalia","mammal"
"443","Snell_et_al_2012","Ovis aries",NA,"Mammalia","mammal"
"444","Snell_et_al_2012","Capra hircus",NA,"Mammalia","mammal"
"445","Anastasiadi_et_al_2021","Crassostrea gigas",NA,"Bivalvia","mollusc"
"446","Rowinski_and_Rogell_2017","Crassostrea gigas",NA,"Bivalvia","mollusc"
"447","Rowinski_and_Rogell_2017","Mytilus trossulus",NA,"Bivalvia","mollusc"
"448","Rowinski_and_Rogell_2017","Mytilus edulis",NA,"Bivalvia","mollusc"
"449","Rutkowska_et_al_2020","Crassostrea gigas",NA,"Bivalvia","mollusc"
"450","Yin_et_al_2019","Saccostrea glomerata",NA,"Bivalvia","mollusc"
"451","Anastasiadi_et_al_2021","Caenorhabditis elegans",NA,"Chromadorea","nematode"
"452","Rutkowska_et_al_2020","Caenorhabditis elegans",NA,"Chromadorea","nematode"
"453","Yin_et_al_2019","Caenorhabditis elegans",NA,"Chromadorea","nematode"
"454","Yin_et_al_2019","Caenorhabditis remanei",NA,"Chromadorea","nematode"
"455","Anastasiadi_et_al_2021","Arabidopsis thaliana",NA,"Angiosperm","plant"
"456","Anastasiadi_et_al_2021","Arabidopsis thaliana",NA,"Angiosperm","plant"
"457","Anastasiadi_et_al_2021","Boechera stricta",NA,"Angiosperm","plant"
"458","Anastasiadi_et_al_2021","Brassica carinata",NA,"Angiosperm","plant"
"459","Anastasiadi_et_al_2021","Brassica juncea",NA,"Angiosperm","plant"
"460","Anastasiadi_et_al_2021","Brassica napus",NA,"Angiosperm","plant"
"461","Anastasiadi_et_al_2021","Brassica napus",NA,"Angiosperm","plant"
"462","Anastasiadi_et_al_2021","Brassica oleracea",NA,"Angiosperm","plant"
"463","Anastasiadi_et_al_2021","Brassica rapa",NA,"Angiosperm","plant"
"464","Anastasiadi_et_al_2021","Cajanus cajan",NA,"Angiosperm","plant"
"465","Anastasiadi_et_al_2021","Capsicum annuum",NA,"Angiosperm","plant"
"466","Anastasiadi_et_al_2021","Chrysanthemum morifolium",NA,"Angiosperm","plant"
"467","Anastasiadi_et_al_2021","Chrysanthemum nankingense",NA,"Angiosperm","plant"
"468","Anastasiadi_et_al_2021","Eriobotrya japonica",NA,"Angiosperm","plant"
"469","Anastasiadi_et_al_2021","Fragaria ananassa",NA,"Angiosperm","plant"
"470","Anastasiadi_et_al_2021","Fragaria viridis",NA,"Angiosperm","plant"
"471","Anastasiadi_et_al_2021","Geranium sylvaticum",NA,"Angiosperm","plant"
"472","Anastasiadi_et_al_2021","Glycine max",NA,"Angiosperm","plant"
"473","Anastasiadi_et_al_2021","Gossypium hirsutum",NA,"Angiosperm","plant"
"474","Anastasiadi_et_al_2021","Lavandula latifolia",NA,"Angiosperm","plant"
"475","Anastasiadi_et_al_2021","Malus domestica",NA,"Angiosperm","plant"
"476","Anastasiadi_et_al_2021","Medicago sativa",NA,"Angiosperm","plant"
"477","Anastasiadi_et_al_2021","Erythranthe guttata",NA,"Angiosperm","plant"
"478","Anastasiadi_et_al_2021","Musa acuminata",NA,"Angiosperm","plant"
"479","Anastasiadi_et_al_2021","Musa balbisiana",NA,"Angiosperm","plant"
"480","Anastasiadi_et_al_2021","Oryza sativa",NA,"Angiosperm","plant"
"481","Anastasiadi_et_al_2021","Oryza longistaminata",NA,"Angiosperm","plant"
"482","Anastasiadi_et_al_2021","Oryza sativa",NA,"Angiosperm","plant"
"483","Anastasiadi_et_al_2021","Pinus caribaea",NA,"Gymnosperm","plant"
"484","Anastasiadi_et_al_2021","Pinus elliottii",NA,"Gymnosperm","plant"
"485","Anastasiadi_et_al_2021","Pistacia lentiscus",NA,"Angiosperm","plant"
"486","Anastasiadi_et_al_2021","Plantago lanceolata",NA,"Angiosperm","plant"
"487","Anastasiadi_et_al_2021","Populus beijingensis",NA,"Angiosperm","plant"
"488","Anastasiadi_et_al_2021","Populus deltoides",NA,"Angiosperm","plant"
"489","Anastasiadi_et_al_2021","Populus nigra",NA,"Angiosperm","plant"
"490","Anastasiadi_et_al_2021","Populus nigra",NA,"Angiosperm","plant"
"491","Anastasiadi_et_al_2021","Populus pseudosimonii",NA,"Angiosperm","plant"
"492","Anastasiadi_et_al_2021","Populus trichocarpa",NA,"Angiosperm","plant"
"493","Anastasiadi_et_al_2021","Ricinus communis",NA,"Angiosperm","plant"
"494","Anastasiadi_et_al_2021","Solanum demissum",NA,"Angiosperm","plant"
"495","Anastasiadi_et_al_2021","Solanum lycopersicum",NA,"Angiosperm","plant"
"496","Anastasiadi_et_al_2021","Solanum pimpinellifolium",NA,"Angiosperm","plant"
"497","Anastasiadi_et_al_2021","Solanum tuberosum",NA,"Angiosperm","plant"
"498","Anastasiadi_et_al_2021","Tanacetum vulgare",NA,"Angiosperm","plant"
"499","Anastasiadi_et_al_2021","Taraxacum alatum",NA,"Angiosperm","plant"
"500","Anastasiadi_et_al_2021","Taraxacum hemicyclum",NA,"Angiosperm","plant"
"501","Anastasiadi_et_al_2021","Taraxacum officinale",NA,"Angiosperm","plant"
"502","Anastasiadi_et_al_2021","Thlaspi arvense",NA,"Angiosperm","plant"
"503","Anastasiadi_et_al_2021","Trifolium repens",NA,"Angiosperm","plant"
"504","Anastasiadi_et_al_2021","Triticum turgidum",NA,"Angiosperm","plant"
"505","Anastasiadi_et_al_2021","Zea mays",NA,"Angiosperm","plant"
"506","Rutkowska_et_al_2020","Campanula americana",NA,"Angiosperm","plant"
"507","Rutkowska_et_al_2020","Geranium sylvaticum",NA,"Angiosperm","plant"
"508","Rutkowska_et_al_2020","Plantago lanceolata",NA,"Angiosperm","plant"
"509","Rutkowska_et_al_2020","Solidago altissima",NA,"Angiosperm","plant"
"510","Yin_et_al_2019","Agriophyllum squarrosum","not sure of class","Angiosperm","plant"
"511","Yin_et_al_2019","Amaranthus albus",NA,"Angiosperm","plant"
"512","Yin_et_al_2019","Amaranthus retroflexus",NA,"Angiosperm","plant"
"513","Yin_et_al_2019","Arabidopsis thaliana",NA,"Angiosperm","plant"
"514","Yin_et_al_2019","Artemisia frigida",NA,"Angiosperm","plant"
"515","Yin_et_al_2019","Avena barbata",NA,"Angiosperm","plant"
"516","Yin_et_al_2019","Bromus erectus",NA,"Angiosperm","plant"
"517","Yin_et_al_2019","Calluna vulgaris",NA,"Angiosperm","plant"
"518","Yin_et_al_2019","Campanula americana",NA,"Angiosperm","plant"
"519","Yin_et_al_2019","Campanula americana",NA,"Angiosperm","plant"
"520","Yin_et_al_2019","Cardamine alpina",NA,"Angiosperm","plant"
"521","Yin_et_al_2019","Cardamine alpina",NA,"Angiosperm","plant"
"522","Yin_et_al_2019","Centaurea hyssopifolia",NA,"Angiosperm","plant"
"523","Yin_et_al_2019","Cerastium cerastoides",NA,"Angiosperm","plant"
"524","Yin_et_al_2019","Chenopodium album",NA,"Angiosperm","plant"
"525","Yin_et_al_2019","Diodia teres",NA,"Angiosperm","plant"
"526","Yin_et_al_2019","Fragaria vesca",NA,"Angiosperm","plant"
"527","Yin_et_al_2019","Galinsoga quadriradiata",NA,"Angiosperm","plant"
"528","Yin_et_al_2019","Galinsoga parviflora",NA,"Angiosperm","plant"
"529","Yin_et_al_2019","Genista tinctoria",NA,"Angiosperm","plant"
"530","Yin_et_al_2019","Gnaphalium supinum",NA,"Angiosperm","plant"
"531","Yin_et_al_2019","Ipomoea purpurea",NA,"Angiosperm","plant"
"532","Yin_et_al_2019","Knautia arvensis",NA,"Angiosperm","plant"
"533","Yin_et_al_2019","Leucanthemopsis alpina",NA,"Angiosperm","plant"
"534","Yin_et_al_2019","Leymus chinensis",NA,"Angiosperm","plant"
"535","Yin_et_al_2019","Ludwigia hexapetala",NA,"Angiosperm","plant"
"536","Yin_et_al_2019","Lupinus perennis",NA,"Angiosperm","plant"
"537","Yin_et_al_2019","Medicago truncatula",NA,"Angiosperm","plant"
"538","Yin_et_al_2019","Pinus pinaster",NA,"Gymnosperm","plant"
"539","Yin_et_al_2019","Plantago lanceolata",NA,"Angiosperm","plant"
"540","Yin_et_al_2019","Plantago media",NA,"Angiosperm","plant"
"541","Yin_et_al_2019","Poa pratensis",NA,"Angiosperm","plant"
"542","Yin_et_al_2019","Persicaria hydropiper",NA,"Angiosperm","plant"
"543","Yin_et_al_2019","Persicaria glabra",NA,"Angiosperm","plant"
"544","Yin_et_al_2019","Raphanus raphanistrum",NA,"Angiosperm","plant"
"545","Yin_et_al_2019","Schizachyrium scoparium",NA,"Angiosperm","plant"
"546","Yin_et_al_2019","Sorghum bicolor",NA,"Angiosperm","plant"
"547","Yin_et_al_2019","Stipa krylovii",NA,"Angiosperm","plant"
"548","Yin_et_al_2019","Thlaspi arvense",NA,"Angiosperm","plant"
"549","Yin_et_al_2019","Trifolium repens",NA,"Angiosperm","plant"
"550","Yin_et_al_2019","Verbascum thapsus",NA,"Angiosperm","plant"
"551","Yin_et_al_2019","Veronica alpina",NA,"Angiosperm","plant"
"552","Moore_et_al_2019","Eublepharis macularius","data at https://datadryad.org/stash/dataset/doi:10.5061%2Fdryad.360v97q , file m2.main.csv","Reptilia","reptile"
"553","Moore_et_al_2019","Eulamprus quoyii","data at https://datadryad.org/stash/dataset/doi:10.5061%2Fdryad.360v97q , file m2.main.csv","Reptilia","reptile"
"554","Moore_et_al_2019","Uta stansburiana","data at https://datadryad.org/stash/dataset/doi:10.5061%2Fdryad.360v97q , file m2.main.csv","Reptilia","reptile"
"555","Moore_et_al_2019","Vipera ursinii","data at https://datadryad.org/stash/dataset/doi:10.5061%2Fdryad.360v97q , file m2.main.csv","Reptilia","reptile"
"556","Moore_et_al_2019","Xenochrophis piscator","data at https://datadryad.org/stash/dataset/doi:10.5061%2Fdryad.360v97q , file m2.main.csv","Reptilia","reptile"
"557","Rutkowska_et_al_2020","Amphibolurus muricatus",NA,"Reptilia","reptile"
"558","Thayer_et_al_2018","Thamnophis elegans",NA,"Reptilia","reptile"
"559","Yin_et_al_2019","Niveoscincus metallicus",NA,"Reptilia","reptile"
"560","Yin_et_al_2019","Carinascincus ocellatus",NA,"Reptilia","reptile"
"561","Walker_et_al_2018","Mus musculus","Based on figures","Mammalia","mammal"
"562","Walker_et_al_2018","Rattus norvegicus","Based on figures","Mammalia","mammal"
